x,age,total area,road width,street section,floors,main use,price-per-unit,Region
1296,28,5,10,9,1,1,40,0
2039,22,5,10,9,8,1,45,1
2133,35,5,10,9,5,1,40,0
1575,31,5,10,9,0,0,45,0
2362,35,5,10,9,0,3,35,0
1308,22,5,10,9,5,2,40,0
574,36,5,10,9,#N/A,1,35,0
4003,51,5,10,9,1,1,80,0
4147,51,5,10,9,5,1,50,0
4345,51,5,10,9,1,1,32,0
4346,51,5,10,9,1,1,40,0
4356,51,5,10,9,#N/A,1,60,0
4375,51,5,10,9,1,1,15,0
4572,51,5,10,9,1,1,40,0
4779,51,5,10,9,5,1,50,1
5019,51,5,10,9,6,1,50,0
5059,51,5,10,9,5,1,50,1
5151,51,5,10,9,5,1,40,1
5161,51,5,10,9,5,1,50,1
5173,51,5,10,9,5,1,40,0
5244,51,5,10,9,0,1,35,0
5447,51,5,10,9,5,1,40,0
5628,51,5,10,9,5,1,40,1
5981,51,5,10,9,5,1,40,1
6027,51,5,10,9,1,1,40,0
6162,51,5,10,9,5,1,40,1
6218,51,5,10,9,5,1,50,0
6508,51,5,10,9,5,1,50,0
6725,51,5,10,9,5,1,40,0
6940,51,5,10,9,5,1,40,1
7182,51,5,10,9,1,1,31,0
7273,51,5,10,9,#N/A,2,45,0
7417,51,5,10,9,5,1,40,0
7690,51,5,10,9,5,1,40,0
7825,51,5,10,9,1,1,45,0
7863,51,5,10,9,5,1,40,1
8286,51,5,10,9,5,1,40,0
8295,51,5,10,9,5,1,40,1
8343,51,5,10,9,5,1,40,1
8392,51,5,10,9,1,1,40,0
8659,51,5,10,9,5,1,40,0
8762,51,5,10,9,5,1,60,0
8788,51,5,10,9,5,1,45,0
9201,51,5,10,9,5,1,42,1
9391,51,5,10,9,5,2,50,0
9866,51,5,10,9,5,1,60,0
9869,51,5,10,9,5,1,40,0
9875,51,5,10,9,5,1,40,1
13354,51,5,10,9,5,1,40,0
13510,51,5,10,9,1,1,40,0
13656,51,5,10,9,1,1,16,0
13827,51,5,10,9,5,1,35,0
13919,51,5,10,9,1,1,40,0
14134,51,5,10,9,5,1,50,1
14786,51,5,10,9,5,1,40,1
14905,51,5,10,9,5,2,40,0
15416,51,5,10,9,5,1,40,0
15758,51,5,10,9,5,1,40,1
16151,51,5,10,9,5,1,40,0
16263,51,5,10,9,5,1,40,0
16729,51,5,10,9,5,4,40,0
16853,51,5,10,9,5,1,40,0
17292,51,5,10,9,1,1,40,0
17299,51,5,10,9,8,1,32,0
17435,51,5,10,9,5,1,54,0
17443,51,5,10,9,8,1,40,0
17452,51,5,10,9,1,1,43,0
17595,51,5,10,9,1,1,40,0
17908,51,5,10,9,5,1,40,0
17977,51,5,10,9,5,2,40,1
18106,51,5,10,9,5,1,84,1
18358,51,5,10,9,1,1,38,0
18867,51,5,10,9,1,1,40,0
18952,51,5,10,9,5,1,40,1
19044,51,5,10,9,5,1,45,1
19845,51,5,10,9,1,1,38,0
19967,51,5,10,9,5,1,40,0
20053,51,5,10,9,1,1,40,0
20197,51,5,10,9,5,1,40,1
20345,51,5,10,9,1,1,40,0
20626,51,5,10,9,5,1,60,1
20696,51,5,10,9,0,1,40,0
20834,51,5,10,9,5,2,40,0
21471,51,5,10,9,5,2,38,0
21508,51,5,10,9,5,1,40,0
22076,51,5,10,9,5,1,40,1
22238,51,5,10,9,5,1,40,0
22378,51,5,10,9,#N/A,1,40,0
22447,51,5,10,9,5,1,60,0
22538,51,5,10,9,5,1,55,1
22726,51,5,10,9,1,1,38,0
22731,51,5,10,9,1,1,40,0
22772,51,5,10,9,5,1,40,0
22962,51,5,10,9,5,1,40,0
23243,51,5,10,9,5,2,40,0
23855,51,5,10,9,5,1,40,0
24630,51,5,10,9,5,1,40,1
25228,51,5,10,9,5,1,50,0
25350,51,5,10,9,0,2,40,0
25637,51,5,10,9,1,2,40,0
26238,51,5,10,9,8,1,24,0
26398,51,5,10,9,5,1,40,0
26419,51,5,10,9,5,1,80,1
26422,51,5,10,9,0,1,40,1
27419,51,5,10,9,0,2,38,0
27487,51,5,10,9,1,1,24,1
27919,51,5,10,9,5,0,50,0
28532,51,5,10,9,5,1,40,0
28834,51,5,10,9,5,1,42,0
28874,51,5,10,9,1,2,32,0
29086,51,5,10,9,5,1,40,1
29212,51,5,10,9,5,1,40,0
29756,51,5,10,9,8,1,35,0
29934,51,5,10,9,0,1,40,0
30002,51,5,10,9,5,1,40,0
30217,51,5,10,9,5,1,60,0
30387,51,5,10,9,5,2,40,0
30876,51,5,10,9,5,1,40,1
30983,51,5,10,9,5,1,50,1
31224,51,5,10,9,5,1,55,1
31269,51,5,10,9,0,1,40,0
31785,51,5,10,9,5,2,40,0
31968,51,5,10,9,5,1,48,0
32237,51,5,10,9,5,1,40,1
32334,51,5,10,9,5,1,50,1
32406,51,5,10,9,5,1,40,0
32448,51,5,10,9,5,1,50,0
32483,51,5,10,9,5,1,40,0
32609,51,5,10,9,5,1,40,0
32806,51,5,10,9,1,2,30,0
32892,51,5,10,9,1,2,40,0
33409,51,5,10,9,1,1,45,0
33682,51,5,10,9,5,1,40,0
33716,51,5,10,9,5,1,40,0
33736,51,5,10,9,5,1,40,1
34079,51,5,10,9,5,1,40,0
34271,51,5,10,9,1,1,40,0
34468,51,5,10,9,1,1,40,0
34491,51,5,10,9,5,1,40,0
34737,51,5,10,9,1,1,40,1
35069,51,5,10,9,6,1,45,0
35283,51,5,10,9,5,1,40,1
35364,51,5,10,9,5,1,48,0
35389,51,5,10,9,1,1,40,0
35575,51,5,10,9,#N/A,1,40,0
40286,51,5,10,9,#N/A,1,40,0
40492,51,5,10,9,5,2,40,0
40752,51,5,10,9,5,1,45,1
40764,51,5,10,9,5,1,40,1
41028,51,5,10,9,5,1,46,1
41049,51,5,10,9,1,1,40,0
41056,51,5,10,9,0,1,40,0
41181,51,5,10,9,0,1,45,0
42150,51,5,10,9,8,1,30,0
42175,51,5,10,9,5,1,40,1
43130,51,5,10,9,5,2,40,0
43255,51,5,10,9,5,1,50,1
43260,51,5,10,9,1,1,43,0
43692,51,5,10,9,0,2,40,0
43722,51,5,10,9,5,2,40,1
43801,51,5,10,9,5,1,20,0
44168,51,5,10,9,5,1,40,1
44170,51,5,10,9,5,1,40,0
44532,51,5,10,9,5,1,40,0
44653,51,5,10,9,5,1,40,1
44943,51,5,10,9,5,1,45,0
45779,51,5,10,9,1,1,40,0
45808,51,5,10,9,5,1,40,1
46214,51,5,10,9,5,1,40,0
46312,51,5,10,9,8,1,40,0
46365,51,5,10,9,1,1,40,0
46387,51,5,10,9,0,1,60,0
46740,51,5,10,9,5,1,40,0
46961,51,5,10,9,8,2,40,0
47267,51,5,10,9,5,1,40,0
47665,51,5,10,9,5,1,40,0
47685,51,5,10,9,6,1,40,0
47951,51,5,10,9,5,1,40,1
48726,51,5,10,9,5,1,40,0
1517,34,5,10,9,5,1,72,0
660,56,5,10,9,1,1,45,0
3008,44,5,10,9,5,1,40,0
2747,18,5,10,9,1,1,32,0
878,41,5,10,9,0,1,40,0
1124,18,5,10,9,5,1,21,0
696,45,5,10,9,0,1,40,0
3275,21,5,10,9,8,1,40,0
1245,26,5,10,9,6,2,49,0
296,18,5,10,9,0,1,40,0
2657,19,5,10,9,0,4,40,0
290,42,5,10,9,0,2,40,0
2750,41,5,10,9,5,1,60,1
77,19,5,10,9,5,1,50,0
2117,37,5,10,9,1,1,40,0
1909,44,5,10,9,1,1,40,0
150,18,5,10,9,0,1,30,0
1325,35,5,10,9,1,1,40,0
3468,52,5,10,9,5,1,66,1
4031,52,5,10,9,5,1,40,1
4216,52,5,10,9,8,4,40,0
4542,52,5,10,9,5,1,32,0
5138,52,5,10,9,5,1,60,1
5428,52,5,10,9,5,2,40,1
5803,52,5,10,9,5,1,40,1
6555,52,5,10,9,5,1,55,0
6688,52,5,10,9,5,1,45,0
6797,52,5,10,9,5,2,40,1
6881,52,5,10,9,1,1,40,0
7278,52,5,10,9,5,1,40,0
7413,52,5,10,9,0,1,45,1
7853,52,5,10,9,5,1,40,1
7943,52,5,10,9,5,1,60,0
8158,52,5,10,9,5,1,40,1
8292,52,5,10,9,5,1,50,0
8563,52,5,10,9,5,1,40,1
8595,52,5,10,9,5,1,38,0
8782,52,5,10,9,5,1,46,0
8932,52,5,10,9,5,1,40,0
8947,52,5,10,9,5,1,40,1
9579,52,5,10,9,1,1,51,0
12784,52,5,10,9,5,1,55,0
12864,52,5,10,9,1,1,40,0
12980,52,5,10,9,1,1,40,0
13012,52,5,10,9,5,1,45,0
13077,52,5,10,9,5,1,40,0
13358,52,5,10,9,8,2,40,0
13750,52,5,10,9,1,1,40,0
14033,52,5,10,9,1,1,84,0
14084,52,5,10,9,1,1,47,0
14252,52,5,10,9,5,1,60,0
14388,52,5,10,9,5,1,43,0
14500,52,5,10,9,1,1,40,0
14890,52,5,10,9,5,1,40,0
14920,52,5,10,9,1,1,36,0
14922,52,5,10,9,5,1,38,0
15043,52,5,10,9,5,1,45,0
15062,52,5,10,9,5,1,50,1
15398,52,5,10,9,5,1,40,0
15650,52,5,10,9,5,1,40,0
15751,52,5,10,9,1,2,40,0
15827,52,5,10,9,1,1,40,0
16059,52,5,10,9,5,1,40,0
16116,52,5,10,9,5,1,40,1
16215,52,5,10,9,1,1,40,0
16226,52,5,10,9,5,1,40,1
16748,52,5,10,9,1,1,40,0
17562,52,5,10,9,0,1,50,0
17609,52,5,10,9,8,0,40,1
17643,52,5,10,9,5,1,40,1
17650,52,5,10,9,5,0,40,1
17922,52,5,10,9,1,2,38,0
17950,52,5,10,9,5,1,40,0
18084,52,5,10,9,1,1,38,0
18100,52,5,10,9,5,1,40,0
18113,52,5,10,9,8,1,40,0
18785,52,5,10,9,1,1,50,0
18862,52,5,10,9,5,1,60,1
19209,52,5,10,9,1,2,35,0
19515,52,5,10,9,1,1,40,0
19902,52,5,10,9,#N/A,1,40,0
20070,52,5,10,9,5,1,50,1
20270,52,5,10,9,5,1,40,1
20274,52,5,10,9,1,1,55,1
20426,52,5,10,9,1,1,40,0
20669,52,5,10,9,1,1,40,0
20690,52,5,10,9,5,1,40,0
21310,52,5,10,9,5,3,49,0
21332,52,5,10,9,5,1,48,0
21333,52,5,10,9,5,1,50,1
22220,52,5,10,9,0,1,55,0
22306,52,5,10,9,5,1,60,1
22999,52,5,10,9,6,1,20,0
23122,52,5,10,9,0,1,40,0
23473,52,5,10,9,0,1,36,0
24063,52,5,10,9,5,1,40,0
24162,52,5,10,9,5,1,50,0
24330,52,5,10,9,5,1,40,1
24732,52,5,10,9,0,1,40,0
25353,52,5,10,9,5,1,40,0
25564,52,5,10,9,5,1,40,0
26342,52,5,10,9,5,1,85,1
26387,52,5,10,9,5,1,40,0
26554,52,5,10,9,1,1,38,0
26679,52,5,10,9,5,1,44,0
27462,52,5,10,9,#N/A,1,50,0
27738,52,5,10,9,5,1,50,1
27809,52,5,10,9,8,1,40,0
28374,52,5,10,9,5,1,40,1
28476,52,5,10,9,5,1,40,1
28989,52,5,10,9,0,1,40,0
29081,52,5,10,9,1,1,38,0
29093,52,5,10,9,8,1,40,0
30100,52,5,10,9,#N/A,2,40,0
30464,52,5,10,9,5,1,40,0
30687,52,5,10,9,1,1,40,0
31337,52,5,10,9,1,1,48,0
31362,52,5,10,9,5,1,38,0
31377,52,5,10,9,5,1,55,1
31768,52,5,10,9,0,1,40,0
31831,52,5,10,9,5,2,48,0
32516,52,5,10,9,5,2,40,1
32530,52,5,10,9,5,1,48,0
33184,52,5,10,9,1,1,45,0
33286,52,5,10,9,5,1,40,0
33527,52,5,10,9,5,1,45,1
33770,52,5,10,9,5,1,8,0
33779,52,5,10,9,5,1,40,0
33829,52,5,10,9,5,1,14,0
33850,52,5,10,9,5,0,40,0
34046,52,5,10,9,5,1,40,1
34182,52,5,10,9,1,1,38,0
34826,52,5,10,9,1,1,40,0
35193,52,5,10,9,5,1,36,0
35320,52,5,10,9,5,0,8,0
35727,52,5,10,9,5,1,40,1
40428,52,5,10,9,0,1,40,0
40717,52,5,10,9,5,1,40,1
40870,52,5,10,9,1,1,25,0
41276,52,5,10,9,5,1,40,0
41609,52,5,10,9,5,1,48,1
42519,52,5,10,9,#N/A,1,40,0
42784,52,5,10,9,5,1,55,0
43104,52,5,10,9,5,1,45,1
43142,52,5,10,9,5,1,40,1
43458,52,5,10,9,1,1,40,0
43554,52,5,10,9,8,1,40,0
43605,52,5,10,9,5,1,40,0
43631,52,5,10,9,5,2,40,0
43930,52,5,10,9,5,3,40,0
43992,52,5,10,9,5,1,50,1
44020,52,5,10,9,1,2,40,1
44189,52,5,10,9,5,1,40,0
45020,52,5,10,9,5,1,40,1
45221,52,5,10,9,5,1,40,0
45295,52,5,10,9,8,1,40,0
46027,52,5,10,9,0,1,45,0
46406,52,5,10,9,1,1,45,0
46659,52,5,10,9,1,1,40,0
47002,52,5,10,9,8,1,40,0
47155,52,5,10,9,5,1,48,1
47365,52,5,10,9,5,1,25,0
47886,52,5,10,9,5,1,40,1
47921,52,5,10,9,5,1,60,1
48289,52,5,10,9,1,1,38,0
2915,50,5,10,9,0,2,40,1
3054,50,5,10,9,5,1,20,0
663,29,5,10,9,0,0,10,0
13,54,5,10,9,0,1,39,0
1300,26,5,10,9,0,1,40,0
2854,43,5,10,9,0,1,40,0
3302,40,5,10,9,0,1,40,0
863,24,5,10,9,1,1,40,0
2205,44,5,10,9,#N/A,1,40,0
187,27,5,10,9,1,1,45,0
2843,35,5,10,9,5,1,40,0
378,30,5,10,9,0,0,40,0
875,33,5,10,9,0,2,40,0
967,24,5,10,9,1,1,40,0
380,33,5,10,9,0,1,15,0
1679,35,5,10,9,5,1,40,0
2293,21,5,10,9,0,1,40,0
2106,49,5,10,9,8,1,10,0
1093,39,5,10,9,0,1,40,0
3451,53,5,10,9,5,1,45,1
3476,53,5,10,9,5,1,40,0
3624,53,5,10,9,5,1,50,1
3809,53,5,10,9,1,1,40,0
4181,53,5,10,9,1,3,60,0
4571,53,5,10,9,5,1,40,1
5295,53,5,10,9,5,1,40,0
5835,53,5,10,9,1,1,50,0
6137,53,5,10,9,5,1,40,0
6176,53,5,10,9,1,1,30,0
6204,53,5,10,9,5,4,40,0
6414,53,5,10,9,5,1,45,0
6771,53,5,10,9,1,2,40,0
6928,53,5,10,9,6,1,40,1
7102,53,5,10,9,0,2,40,0
7180,53,5,10,9,1,2,40,0
7313,53,5,10,9,5,1,40,1
7352,53,5,10,9,5,1,40,1
7360,53,5,10,9,5,1,50,0
7414,53,5,10,9,5,1,40,0
7847,53,5,10,9,5,1,40,0
8432,53,5,10,9,0,1,40,0
8495,53,5,10,9,1,1,45,0
8577,53,5,10,9,0,1,40,0
8748,53,5,10,9,0,1,40,0
8959,53,5,10,9,5,1,34,0
9644,53,5,10,9,#N/A,2,40,0
12492,53,5,10,9,5,1,40,0
12966,53,5,10,9,5,1,40,1
13045,53,5,10,9,5,1,50,0
13178,53,5,10,9,0,1,40,0
13245,53,5,10,9,1,1,40,0
13676,53,5,10,9,5,1,43,1
13717,53,5,10,9,1,1,40,0
13745,53,5,10,9,8,1,39,1
13893,53,5,10,9,5,1,52,1
14138,53,5,10,9,5,1,40,1
14250,53,5,10,9,5,1,40,1
14580,53,5,10,9,1,1,40,0
14820,53,5,10,9,5,2,40,0
15110,53,5,10,9,5,2,40,1
15302,53,5,10,9,1,2,20,0
15413,53,5,10,9,5,1,40,1
15786,53,5,10,9,5,1,48,1
16328,53,5,10,9,5,1,38,0
16349,53,5,10,9,5,1,40,1
16367,53,5,10,9,1,1,35,0
16616,53,5,10,9,5,1,40,0
17543,53,5,10,9,5,1,48,1
18501,53,5,10,9,1,1,37,0
19093,53,5,10,9,8,2,20,0
19617,53,5,10,9,1,1,40,0
19681,53,5,10,9,5,2,60,0
19716,53,5,10,9,1,1,38,0
19720,53,5,10,9,5,1,50,1
20703,53,5,10,9,5,1,40,1
20712,53,5,10,9,5,2,32,0
20882,53,5,10,9,5,1,40,1
21114,53,5,10,9,5,1,40,1
22827,53,5,10,9,1,1,40,0
23500,53,5,10,9,5,1,40,0
23774,53,5,10,9,1,1,40,1
23930,53,5,10,9,5,1,40,1
24007,53,5,10,9,1,1,50,0
25012,53,5,10,9,1,1,40,0
25280,53,5,10,9,5,1,40,0
25436,53,5,10,9,1,1,40,0
25515,53,5,10,9,5,1,40,0
25874,53,5,10,9,#N/A,1,33,0
25897,53,5,10,9,5,1,40,0
26134,53,5,10,9,5,1,40,1
26290,53,5,10,9,5,1,40,0
26765,53,5,10,9,5,1,35,1
27059,53,5,10,9,0,3,40,0
27356,53,5,10,9,5,1,40,1
28158,53,5,10,9,5,1,40,0
28437,53,5,10,9,#N/A,1,38,0
28448,53,5,10,9,1,1,40,0
28844,53,5,10,9,#N/A,1,35,0
29323,53,5,10,9,0,1,35,0
29556,53,5,10,9,5,1,60,1
29567,53,5,10,9,8,1,40,0
30106,53,5,10,9,5,2,40,0
30114,53,5,10,9,5,1,40,0
30403,53,5,10,9,8,2,40,0
30521,53,5,10,9,5,1,30,0
30843,53,5,10,9,0,1,10,0
31370,53,5,10,9,1,1,35,0
31827,53,5,10,9,8,1,30,0
31842,53,5,10,9,5,2,40,0
32112,53,5,10,9,5,1,52,1
32135,53,5,10,9,1,2,40,0
32650,53,5,10,9,1,1,40,0
32719,53,5,10,9,1,1,40,0
32893,53,5,10,9,5,1,45,0
33157,53,5,10,9,1,1,40,0
33374,53,5,10,9,5,1,40,1
34244,53,5,10,9,5,1,45,0
34247,53,5,10,9,5,1,40,1
34810,53,5,10,9,5,1,40,1
35262,53,5,10,9,0,1,48,1
35341,53,5,10,9,1,1,40,0
35433,53,5,10,9,5,1,40,0
35464,53,5,10,9,5,1,50,1
35739,53,5,10,9,8,2,40,0
40925,53,5,10,9,5,1,46,1
41000,53,5,10,9,1,1,40,0
41022,53,5,10,9,5,1,40,0
41584,53,5,10,9,5,1,46,1
41698,53,5,10,9,8,1,40,1
41761,53,5,10,9,8,1,40,0
41958,53,5,10,9,1,2,40,0
42201,53,5,10,9,1,2,48,0
42600,53,5,10,9,1,1,40,0
42616,53,5,10,9,0,1,40,0
42916,53,5,10,9,1,1,20,0
43112,53,5,10,9,5,1,40,0
43153,53,5,10,9,5,1,40,1
43171,53,5,10,9,5,1,40,1
43511,53,5,10,9,5,1,40,0
43878,53,5,10,9,5,1,60,1
43883,53,5,10,9,1,2,32,0
44641,53,5,10,9,5,1,40,1
44656,53,5,10,9,5,2,40,0
45162,53,5,10,9,5,1,60,1
45623,53,5,10,9,1,1,46,1
45677,53,5,10,9,5,1,40,0
45889,53,5,10,9,5,1,48,0
46912,53,5,10,9,5,2,30,1
47122,53,5,10,9,5,1,40,1
47142,53,5,10,9,5,1,40,0
47158,53,5,10,9,#N/A,1,30,0
47304,53,5,10,9,1,1,40,0
47368,53,5,10,9,5,1,45,0
47552,53,5,10,9,5,1,40,0
47948,53,5,10,9,1,1,40,0
48306,53,5,10,9,5,1,40,1
48728,53,5,10,9,8,2,38,0
607,57,5,10,9,0,1,40,0
2969,56,5,10,9,1,2,40,0
1437,31,5,10,9,1,1,40,0
1441,56,5,10,9,1,1,40,0
2534,34,5,10,9,1,1,40,0
2795,52,5,10,9,5,1,45,1
249,55,5,10,9,5,1,70,1
940,32,5,10,9,0,2,40,0
585,38,5,10,9,0,1,40,1
3024,53,5,10,9,5,1,40,0
623,18,5,10,9,#N/A,1,40,0
40,42,5,10,9,0,1,40,0
1253,21,5,10,9,#N/A,2,40,0
2076,18,5,10,9,1,1,39,0
3312,54,5,10,9,5,1,40,0
3385,54,5,10,9,1,1,40,0
3750,54,5,10,9,1,1,40,0
3797,54,5,10,9,5,1,60,1
4525,54,5,10,9,5,1,40,1
5590,54,5,10,9,5,1,50,1
5828,54,5,10,9,#N/A,1,45,0
6118,54,5,10,9,5,2,40,0
7035,54,5,10,9,5,1,40,1
8095,54,5,10,9,5,1,40,1
8283,54,5,10,9,8,2,40,0
8288,54,5,10,9,8,1,80,0
8555,54,5,10,9,5,1,45,0
8707,54,5,10,9,5,0,38,0
8941,54,5,10,9,5,1,40,0
9132,54,5,10,9,5,1,60,1
9529,54,5,10,9,0,2,40,0
9580,54,5,10,9,8,0,40,0
9975,54,5,10,9,5,1,40,0
12689,54,5,10,9,5,1,40,0
12954,54,5,10,9,0,1,40,0
13394,54,5,10,9,1,1,40,0
13701,54,5,10,9,5,1,40,1
13792,54,5,10,9,1,1,45,0
13820,54,5,10,9,1,1,40,0
14667,54,5,10,9,5,1,45,0
14704,54,5,10,9,5,2,40,1
14744,54,5,10,9,5,1,40,1
15451,54,5,10,9,1,1,40,0
15618,54,5,10,9,5,1,40,0
15626,54,5,10,9,5,1,40,0
16303,54,5,10,9,#N/A,2,20,0
16505,54,5,10,9,5,2,20,0
16662,54,5,10,9,1,1,40,0
17038,54,5,10,9,5,1,40,1
17344,54,5,10,9,5,1,32,0
17659,54,5,10,9,5,1,40,0
17678,54,5,10,9,5,2,40,0
17895,54,5,10,9,5,1,40,1
17921,54,5,10,9,5,1,50,1
18659,54,5,10,9,5,1,40,1
18825,54,5,10,9,8,1,40,0
18911,54,5,10,9,5,1,45,0
19012,54,5,10,9,5,2,20,0
19869,54,5,10,9,1,1,35,0
20628,54,5,10,9,0,1,40,0
21185,54,5,10,9,5,0,40,1
21948,54,5,10,9,5,1,50,1
22382,54,5,10,9,5,2,40,0
22392,54,5,10,9,0,1,41,0
22423,54,5,10,9,5,1,50,0
22918,54,5,10,9,5,1,65,0
22979,54,5,10,9,5,1,40,1
23750,54,5,10,9,5,1,35,0
23804,54,5,10,9,5,1,40,0
24611,54,5,10,9,#N/A,1,38,0
25462,54,5,10,9,5,1,44,1
25573,54,5,10,9,8,1,32,0
25678,54,5,10,9,5,1,55,0
26619,54,5,10,9,5,1,50,0
26699,54,5,10,9,5,1,40,0
26800,54,5,10,9,0,1,40,0
26814,54,5,10,9,8,1,40,0
27262,54,5,10,9,5,1,25,1
28122,54,5,10,9,5,1,40,0
28189,54,5,10,9,1,1,45,0
28512,54,5,10,9,5,1,20,0
28724,54,5,10,9,5,1,45,1
29312,54,5,10,9,8,1,40,0
29648,54,5,10,9,5,1,55,1
29817,54,5,10,9,5,1,65,1
30130,54,5,10,9,5,1,40,0
30638,54,5,10,9,5,1,40,1
31403,54,5,10,9,5,1,60,1
31441,54,5,10,9,1,1,40,0
31512,54,5,10,9,5,1,50,1
31582,54,5,10,9,1,1,45,0
31587,54,5,10,9,1,1,42,0
31904,54,5,10,9,5,1,40,0
32209,54,5,10,9,1,1,40,0
32287,54,5,10,9,8,1,40,0
32509,54,5,10,9,5,1,40,1
32933,54,5,10,9,5,1,49,0
33058,54,5,10,9,8,1,15,0
34006,54,5,10,9,8,1,40,0
34053,54,5,10,9,5,1,40,1
34334,54,5,10,9,5,1,40,0
34498,54,5,10,9,5,1,45,0
35168,54,5,10,9,5,1,44,0
37709,54,5,10,9,5,1,40,1
40343,54,5,10,9,5,2,40,0
40372,54,5,10,9,5,1,40,0
41619,54,5,10,9,5,1,50,0
42203,54,5,10,9,5,1,50,0
42512,54,5,10,9,0,1,40,1
42764,54,5,10,9,8,1,40,0
43051,54,5,10,9,1,1,56,1
43761,54,5,10,9,1,1,32,0
43790,54,5,10,9,5,1,40,1
44278,54,5,10,9,0,1,40,0
44287,54,5,10,9,6,1,43,0
44646,54,5,10,9,5,1,40,0
44751,54,5,10,9,5,1,40,1
44931,54,5,10,9,5,1,40,0
45018,54,5,10,9,0,1,40,0
45448,54,5,10,9,#N/A,1,35,0
45672,54,5,10,9,0,1,15,0
45712,54,5,10,9,1,1,42,1
46154,54,5,10,9,5,1,50,1
46593,54,5,10,9,5,1,44,0
46618,54,5,10,9,0,1,40,0
46946,54,5,10,9,5,1,40,0
47337,54,5,10,9,8,1,45,0
47575,54,5,10,9,5,1,40,1
47693,54,5,10,9,5,1,55,1
47787,54,5,10,9,5,1,54,1
47902,54,5,10,9,5,2,40,1
48065,54,5,10,9,5,1,48,1
48565,54,5,10,9,5,1,70,0
48601,54,5,10,9,8,1,37,0
1067,42,5,10,9,5,1,84,0
1556,46,5,10,9,5,1,40,0
1461,36,5,10,9,5,1,50,1
917,30,5,10,9,#N/A,1,40,0
1949,22,5,10,9,0,1,32,0
1715,29,5,10,9,5,1,40,0
1913,54,5,10,9,5,1,40,0
2836,42,5,10,9,1,1,40,0
2938,39,5,10,9,5,1,50,0
3088,26,5,10,9,8,1,20,0
1926,29,5,10,9,5,1,38,0
1606,37,5,10,9,0,1,30,0
2756,51,5,10,9,1,1,40,0
1262,39,5,10,9,5,1,40,1
3232,40,5,10,9,#N/A,2,50,0
1521,38,5,10,9,5,1,60,0
2264,27,5,10,9,5,1,50,0
223,28,5,10,9,0,1,40,0
2320,46,5,10,9,1,1,40,0
941,33,5,10,9,5,2,40,0
773,52,5,10,9,#N/A,1,40,0
1580,25,5,10,9,5,1,40,0
2109,31,5,10,9,1,2,40,0
291,49,5,10,9,5,1,55,1
117,18,5,10,9,5,1,40,0
1352,19,5,10,9,5,1,60,0
3488,55,5,10,9,1,1,40,1
3846,55,5,10,9,5,1,40,0
3875,55,5,10,9,5,4,40,1
3950,55,5,10,9,8,1,40,0
4597,55,5,10,9,1,1,40,0
4750,55,5,10,9,5,1,33,0
5449,55,5,10,9,5,1,35,0
6023,55,5,10,9,1,1,40,0
6170,55,5,10,9,1,1,37,0
6295,55,5,10,9,#N/A,1,40,1
6320,55,5,10,9,0,1,24,0
6357,55,5,10,9,1,1,40,0
6691,55,5,10,9,1,1,40,0
6868,55,5,10,9,1,1,40,0
6915,55,5,10,9,5,1,35,0
7237,55,5,10,9,#N/A,1,36,0
7490,55,5,10,9,5,1,40,1
7576,55,5,10,9,8,2,35,0
7643,55,5,10,9,6,1,40,0
8310,55,5,10,9,5,2,38,0
8810,55,5,10,9,#N/A,1,40,0
8886,55,5,10,9,5,1,45,0
9028,55,5,10,9,5,1,48,1
9316,55,5,10,9,6,2,36,0
9550,55,5,10,9,1,1,20,0
9614,55,5,10,9,5,1,50,1
9761,55,5,10,9,5,1,8,0
9791,55,5,10,9,5,1,40,0
12886,55,5,10,9,0,1,40,0
13015,55,5,10,9,1,1,40,0
13039,55,5,10,9,5,1,40,0
13684,55,5,10,9,1,1,40,0
14284,55,5,10,9,5,1,45,0
14525,55,5,10,9,5,1,40,0
14532,55,5,10,9,5,1,15,0
15034,55,5,10,9,5,1,40,0
16267,55,5,10,9,#N/A,1,32,0
16585,55,5,10,9,5,1,40,1
17028,55,5,10,9,5,1,40,1
17056,55,5,10,9,0,1,38,0
17117,55,5,10,9,5,1,40,0
17126,55,5,10,9,5,1,40,1
17505,55,5,10,9,8,1,40,0
17523,55,5,10,9,#N/A,1,25,0
18008,55,5,10,9,5,1,40,1
18761,55,5,10,9,#N/A,1,40,0
18769,55,5,10,9,1,1,40,0
19073,55,5,10,9,1,1,40,0
19792,55,5,10,9,8,1,38,0
19801,55,5,10,9,1,1,40,0
19942,55,5,10,9,5,1,60,0
20415,55,5,10,9,5,1,50,1
21259,55,5,10,9,5,1,40,0
21317,55,5,10,9,5,1,30,0
21738,55,5,10,9,5,1,40,1
21795,55,5,10,9,1,1,40,0
22439,55,5,10,9,1,1,45,0
22724,55,5,10,9,5,1,30,1
22981,55,5,10,9,5,1,65,0
23092,55,5,10,9,8,1,40,0
23889,55,5,10,9,5,1,50,0
24085,55,5,10,9,5,1,60,0
24264,55,5,10,9,1,1,40,0
25195,55,5,10,9,0,2,40,0
25331,55,5,10,9,1,2,40,0
25502,55,5,10,9,#N/A,1,40,0
25884,55,5,10,9,5,1,40,0
26073,55,5,10,9,5,1,60,0
27395,55,5,10,9,1,1,40,0
27851,55,5,10,9,5,1,45,0
